STATE_NAME,COUNTY_NAME,STATE_CODE,VS_STATE_CODE,FIPS_CODE,ELECTED,Medicolegal Death Investigation Type ,State Medical Examiner and County Official ,Type of Coroner Office,Medical Examiner System,Other Official System
Arizona,Coconino County,3,AZ,4005,No,Medical Examiner,No,Non-Coroner Death Investigation System,County Medical Examiner,Non-Other County Official Death Investigation System
Arizona,Gila County,3,AZ,4007,No,Medical Examiner,No,Non-Coroner Death Investigation System,County Medical Examiner,Non-Other County Official Death Investigation System
Arizona,Graham County,3,AZ,4009,No,Medical Examiner,No,Non-Coroner Death Investigation System,County Medical Examiner,Non-Other County Official Death Investigation System
Arizona,Greenlee County,3,AZ,4011,No,Medical Examiner,No,Non-Coroner Death Investigation System,County Medical Examiner,Non-Other County Official Death Investigation System
Arizona,La Paz County,3,AZ,4012,No,Medical Examiner,No,Non-Coroner Death Investigation System,County Medical Examiner,Non-Other County Official Death Investigation System
Arizona,Maricopa County,3,AZ,4013,No,Medical Examiner,No,Non-Coroner Death Investigation System,County Medical Examiner,Non-Other County Official Death Investigation System
Arizona,Mohave County,3,AZ,4015,No,Medical Examiner,No,Non-Coroner Death Investigation System,County Medical Examiner,Non-Other County Official Death Investigation System
Arizona,Navajo County,3,AZ,4017,No,Medical Examiner,No,Non-Coroner Death Investigation System,County Medical Examiner,Non-Other County Official Death Investigation System
Arizona,Pima County,3,AZ,4019,No,Medical Examiner,No,Non-Coroner Death Investigation System,County Medical Examiner,Non-Other County Official Death Investigation System
Arizona,Pinal County,3,AZ,4021,No,Medical Examiner,No,Non-Coroner Death Investigation System,County Medical Examiner,Non-Other County Official Death Investigation System
Arizona,Santa Cruz County,3,AZ,4023,No,Medical Examiner,No,Non-Coroner Death Investigation System,County Medical Examiner,Non-Other County Official Death Investigation System
Arizona,Yavapai County,3,AZ,4025,No,Medical Examiner,No,Non-Coroner Death Investigation System,County Medical Examiner,Non-Other County Official Death Investigation System
Arizona,Yuma County,3,AZ,4027,No,Medical Examiner,No,Non-Coroner Death Investigation System,County Medical Examiner,Non-Other County Official Death Investigation System
Arkansas,Arkansas County,4,AR,5001,Yes,Coroner,Yes,Elected Coroner,Non-Medical Examiner Death Investigation System,Non-Other County Official Death Investigation System
Arkansas,Ashley County,4,AR,5003,Yes,Coroner,Yes,Elected Coroner,Non-Medical Examiner Death Investigation System,Non-Other County Official Death Investigation System
Arkansas,Baxter County,4,AR,5005,Yes,Coroner,Yes,Elected Coroner,Non-Medical Examiner Death Investigation System,Non-Other County Official Death Investigation System
Arkansas,Benton County,4,AR,5007,Yes,Coroner,Yes,Elected Coroner,Non-Medical Examiner Death Investigation System,Non-Other County Official Death Investigation System
Arkansas,Boone County,4,AR,5009,Yes,Coroner,Yes,Elected Coroner,Non-Medical Examiner Death Investigation System,Non-Other County Official Death Investigation System
Arkansas,Bradley County,4,AR,5011,Yes,Coroner,Yes,Elected Coroner,Non-Medical Examiner Death Investigation System,Non-Other County Official Death Investigation System
Arkansas,Calhoun County,4,AR,5013,Yes,Coroner,Yes,Elected Coroner,Non-Medical Examiner Death Investigation System,Non-Other County Official Death Investigation System
Arkansas,Carroll County,4,AR,5015,Yes,Coroner,Yes,Elected Coroner,Non-Medical Examiner Death Investigation System,Non-Other County Official Death Investigation System
Arkansas,Chicot County,4,AR,5017,Yes,Coroner,Yes,Elected Coroner,Non-Medical Examiner Death Investigation System,Non-Other County Official Death Investigation System
Arkansas,Clark County,4,AR,5019,Yes,Coroner,Yes,Elected Coroner,Non-Medical Examiner Death Investigation System,Non-Other County Official Death Investigation System
Arkansas,Clay County,4,AR,5021,Yes,Coroner,Yes,Elected Coroner,Non-Medical Examiner Death Investigation System,Non-Other County Official Death Investigation System
Arkansas,Cleburne County,4,AR,5023,Yes,Coroner,Yes,Elected Coroner,Non-Medical Examiner Death Investigation System,Non-Other County Official Death Investigation System
Arkansas,Cleveland County,4,AR,5025,Yes,Coroner,Yes,Elected Coroner,Non-Medical Examiner Death Investigation System,Non-Other County Official Death Investigation System
Arkansas,Columbia County,4,AR,5027,Yes,Coroner,Yes,Elected Coroner,Non-Medical Examiner Death Investigation System,Non-Other County Official Death Investigation System
Arkansas,Conway County,4,AR,5029,Yes,Coroner,Yes,Elected Coroner,Non-Medical Examiner Death Investigation System,Non-Other County Official Death Investigation System
Arkansas,Craighead County,4,AR,5031,Yes,Coroner,Yes,Elected Coroner,Non-Medical Examiner Death Investigation System,Non-Other County Official Death Investigation System
Arkansas,Crawford County,4,AR,5033,Yes,Coroner,Yes,Elected Coroner,Non-Medical Examiner Death Investigation System,Non-Other County Official Death Investigation System
Arkansas,Crittenden County,4,AR,5035,Yes,Coroner,Yes,Elected Coroner,Non-Medical Examiner Death Investigation System,Non-Other County Official Death Investigation System
Arkansas,Cross County,4,AR,5037,Yes,Coroner,Yes,Elected Coroner,Non-Medical Examiner Death Investigation System,Non-Other County Official Death Investigation System
Arkansas,Dallas County,4,AR,5039,Yes,Coroner,Yes,Elected Coroner,Non-Medical Examiner Death Investigation System,Non-Other County Official Death Investigation System
Arkansas,Desha County,4,AR,5041,Yes,Coroner,Yes,Elected Coroner,Non-Medical Examiner Death Investigation System,Non-Other County Official Death Investigation System
Arkansas,Drew County,4,AR,5043,Yes,Coroner,Yes,Elected Coroner,Non-Medical Examiner Death Investigation System,Non-Other County Official Death Investigation System
Arkansas,Faulkner County,4,AR,5045,No,Coroner,Yes,Appointed Coroner,Non-Medical Examiner Death Investigation System,Non-Other County Official Death Investigation System
Arkansas,Franklin County,4,AR,5047,Yes,Coroner,Yes,Elected Coroner,Non-Medical Examiner Death Investigation System,Non-Other County Official Death Investigation System
Arkansas,Fulton County,4,AR,5049,Yes,Coroner,Yes,Elected Coroner,Non-Medical Examiner Death Investigation System,Non-Other County Official Death Investigation System
Arkansas,Garland County,4,AR,5051,Yes,Coroner,Yes,Elected Coroner,Non-Medical Examiner Death Investigation System,Non-Other County Official Death Investigation System
Arkansas,Grant County,4,AR,5053,Yes,Coroner,Yes,Elected Coroner,Non-Medical Examiner Death Investigation System,Non-Other County Official Death Investigation System
Arkansas,Greene County,4,AR,5055,Yes,Coroner,Yes,Elected Coroner,Non-Medical Examiner Death Investigation System,Non-Other County Official Death Investigation System
Arkansas,Hempstead County,4,AR,5057,Yes,Coroner,Yes,Elected Coroner,Non-Medical Examiner Death Investigation System,Non-Other County Official Death Investigation System
Arkansas,Hot Spring County,4,AR,5059,Yes,Coroner,Yes,Elected Coroner,Non-Medical Examiner Death Investigation System,Non-Other County Official Death Investigation System
Arkansas,Howard County,4,AR,5061,Yes,Coroner,Yes,Elected Coroner,Non-Medical Examiner Death Investigation System,Non-Other County Official Death Investigation System
Arkansas,Independence County,4,AR,5063,Yes,Coroner,Yes,Elected Coroner,Non-Medical Examiner Death Investigation System,Non-Other County Official Death Investigation System
Arkansas,Izard County,4,AR,5065,Yes,Coroner,Yes,Elected Coroner,Non-Medical Examiner Death Investigation System,Non-Other County Official Death Investigation System
Arkansas,Jackson County,4,AR,5067,Yes,Coroner,Yes,Elected Coroner,Non-Medical Examiner Death Investigation System,Non-Other County Official Death Investigation System
Arkansas,Jefferson County,4,AR,5069,Yes,Coroner,Yes,Elected Coroner,Non-Medical Examiner Death Investigation System,Non-Other County Official Death Investigation System
Arkansas,Johnson County,4,AR,5071,Yes,Coroner,Yes,Elected Coroner,Non-Medical Examiner Death Investigation System,Non-Other County Official Death Investigation System
Arkansas,Lafayette County,4,AR,5073,Yes,Coroner,Yes,Elected Coroner,Non-Medical Examiner Death Investigation System,Non-Other County Official Death Investigation System
Arkansas,Lawrence County,4,AR,5075,Yes,Coroner,Yes,Elected Coroner,Non-Medical Examiner Death Investigation System,Non-Other County Official Death Investigation System
Arkansas,Lee County,4,AR,5077,Yes,Coroner,Yes,Elected Coroner,Non-Medical Examiner Death Investigation System,Non-Other County Official Death Investigation System
Arkansas,Lincoln County,4,AR,5079,Yes,Coroner,Yes,Elected Coroner,Non-Medical Examiner Death Investigation System,Non-Other County Official Death Investigation System
Arkansas,Little River County,4,AR,5081,Yes,Coroner,Yes,Elected Coroner,Non-Medical Examiner Death Investigation System,Non-Other County Official Death Investigation System
Arkansas,Logan County,4,AR,5083,Yes,Coroner,Yes,Elected Coroner,Non-Medical Examiner Death Investigation System,Non-Other County Official Death Investigation System
Arkansas,Lonoke County,4,AR,5085,Yes,Coroner,Yes,Elected Coroner,Non-Medical Examiner Death Investigation System,Non-Other County Official Death Investigation System
Arkansas,Madison County,4,AR,5087,Yes,Coroner,Yes,Elected Coroner,Non-Medical Examiner Death Investigation System,Non-Other County Official Death Investigation System
Arkansas,Marion County,4,AR,5089,Yes,Coroner,Yes,Elected Coroner,Non-Medical Examiner Death Investigation System,Non-Other County Official Death Investigation System
Arkansas,Miller County,4,AR,5091,Yes,Coroner,Yes,Elected Coroner,Non-Medical Examiner Death Investigation System,Non-Other County Official Death Investigation System
Arkansas,Mississippi County,4,AR,5093,Yes,Coroner,Yes,Elected Coroner,Non-Medical Examiner Death Investigation System,Non-Other County Official Death Investigation System
Arkansas,Monroe County,4,AR,5095,Yes,Coroner,Yes,Elected Coroner,Non-Medical Examiner Death Investigation System,Non-Other County Official Death Investigation System
Arkansas,Montgomery County,4,AR,5097,Yes,Coroner,Yes,Elected Coroner,Non-Medical Examiner Death Investigation System,Non-Other County Official Death Investigation System
Arkansas,Nevada County,4,AR,5099,Yes,Coroner,Yes,Elected Coroner,Non-Medical Examiner Death Investigation System,Non-Other County Official Death Investigation System
Arkansas,Newton County,4,AR,5101,Yes,Coroner,Yes,Elected Coroner,Non-Medical Examiner Death Investigation System,Non-Other County Official Death Investigation System
Arkansas,Ouachita County,4,AR,5103,Yes,Coroner,Yes,Elected Coroner,Non-Medical Examiner Death Investigation System,Non-Other County Official Death Investigation System
Arkansas,Perry County,4,AR,5105,Yes,Coroner,Yes,Elected Coroner,Non-Medical Examiner Death Investigation System,Non-Other County Official Death Investigation System
Arkansas,Phillips County,4,AR,5107,Yes,Coroner,Yes,Elected Coroner,Non-Medical Examiner Death Investigation System,Non-Other County Official Death Investigation System
Arkansas,Pike County,4,AR,5109,Yes,Coroner,Yes,Elected Coroner,Non-Medical Examiner Death Investigation System,Non-Other County Official Death Investigation System
Arkansas,Poinsett County,4,AR,5111,Yes,Coroner,Yes,Elected Coroner,Non-Medical Examiner Death Investigation System,Non-Other County Official Death Investigation System
Arkansas,Polk County,4,AR,5113,Yes,Coroner,Yes,Elected Coroner,Non-Medical Examiner Death Investigation System,Non-Other County Official Death Investigation System
Arkansas,Pope County,4,AR,5115,Yes,Coroner,Yes,Elected Coroner,Non-Medical Examiner Death Investigation System,Non-Other County Official Death Investigation System
Arkansas,Prairie County,4,AR,5117,Yes,Coroner,Yes,Elected Coroner,Non-Medical Examiner Death Investigation System,Non-Other County Official Death Investigation System
Arkansas,Pulaski County,4,AR,5119,No,Coroner,Yes,Appointed Coroner,Non-Medical Examiner Death Investigation System,Non-Other County Official Death Investigation System
Arkansas,Randolph County,4,AR,5121,Yes,Coroner,Yes,Elected Coroner,Non-Medical Examiner Death Investigation System,Non-Other County Official Death Investigation System
Arkansas,St. Francis County,4,AR,5123,Yes,Coroner,Yes,Elected Coroner,Non-Medical Examiner Death Investigation System,Non-Other County Official Death Investigation System
Arkansas,Saline County,4,AR,5125,Yes,Coroner,Yes,Elected Coroner,Non-Medical Examiner Death Investigation System,Non-Other County Official Death Investigation System
Arkansas,Scott County,4,AR,5127,Yes,Coroner,Yes,Elected Coroner,Non-Medical Examiner Death Investigation System,Non-Other County Official Death Investigation System
Arkansas,Searcy County,4,AR,5129,Yes,Coroner,Yes,Elected Coroner,Non-Medical Examiner Death Investigation System,Non-Other County Official Death Investigation System
Arkansas,Sebastian County,4,AR,5131,Yes,Coroner,Yes,Elected Coroner,Non-Medical Examiner Death Investigation System,Non-Other County Official Death Investigation System
Arkansas,Sevier County,4,AR,5133,Yes,Coroner,Yes,Elected Coroner,Non-Medical Examiner Death Investigation System,Non-Other County Official Death Investigation System
Arkansas,Sharp County,4,AR,5135,Yes,Coroner,Yes,Elected Coroner,Non-Medical Examiner Death Investigation System,Non-Other County Official Death Investigation System
Arkansas,Stone County,4,AR,5137,Yes,Coroner,Yes,Elected Coroner,Non-Medical Examiner Death Investigation System,Non-Other County Official Death Investigation System
Arkansas,Union County,4,AR,5139,Yes,Coroner,Yes,Elected Coroner,Non-Medical Examiner Death Investigation System,Non-Other County Official Death Investigation System
Arkansas,Van Buren County,4,AR,5141,Yes,Coroner,Yes,Elected Coroner,Non-Medical Examiner Death Investigation System,Non-Other County Official Death Investigation System
Arkansas,Washington County,4,AR,5143,Yes,Coroner,Yes,Elected Coroner,Non-Medical Examiner Death Investigation System,Non-Other County Official Death Investigation System
Arkansas,White County,4,AR,5145,Yes,Coroner,Yes,Elected Coroner,Non-Medical Examiner Death Investigation System,Non-Other County Official Death Investigation System
Arkansas,Woodruff County,4,AR,5147,Yes,Coroner,Yes,Elected Coroner,Non-Medical Examiner Death Investigation System,Non-Other County Official Death Investigation System
Arkansas,Yell County,4,AR,5149,Yes,Coroner,Yes,Elected Coroner,Non-Medical Examiner Death Investigation System,Non-Other County Official Death Investigation System
