year,demo_level,demo_var,n_cert,prop_garbage,prop_light,pct_acc_miss,pct_overd_miss,z_prop_garbage,z_prop_light,z_pct_acc_miss,z_pct_overd_miss,overall_z_score
2002,not_stated,marstat,2058,0.2565597667638484,0.5519922254616132,0.010689990281827016,0.003401360544217687,-0.30461747117202775,-0.5994872078013496,0.0039542094958472,-0.0316655582722509,-0.23295400693744525
2002,single_never_married,marstat,57747,0.2633210383223371,0.5052383673610751,0.019758602178468147,0.0066323791712123575,-0.05484272081293298,-1.3226310267493737,1.5620589658757504,1.2161387965904769,0.35018100372598016
2002,widowed,marstat,185703,0.3111365998395287,0.6714054161752907,0.004356418582360005,2.369374754311993e-4,1.7115587375402652,1.2474814547583637,-1.0842352843634924,-1.2537510185261975,0.15526347235223475
2003,<1,age_group,5612,0.1192088382038489,0.37152530292230934,0.02263007840342124,0,-1.4330587530801102,-0.46044630666134184,-0.12386725828215908,-0.6528045617540937,-0.6675442199444261
2003,1-4,age_group,1049,0.2783603431839847,0.4470924690181125,0.047664442326024785,9.532888465204957e-4,0.06820415902779303,0.06724572766361159,1.2655961886464688,-0.5528292185022431,0.2120542142089076
2003,5-14,age_group,1455,0.2563573883161512,0.38900343642611684,0.030927835051546393,0.0013745704467353953,-0.13934788456730463,-0.33839499388438254,0.33667687975639454,-0.508647675058298,-0.16242841843839767
2003,15-24,age_group,6857,0.2550678139127899,0.19308735598658305,0.042146711389820624,0.018958728306839725,-0.15151233267862876,-1.706493870492255,0.9593497240050922,1.3354756714754352,0.10920479807741093
2003,25-44,age_group,26314,0.24838489017253174,0.3744774644675838,0.039332674621874286,0.023713612525651743,-0.2145517965966558,-0.43983110813045123,0.80316436057973,1.8341400412870033,0.4957303742849065
2003,45-64,age_group,88388,0.22672761008281667,0.5647599221613794,0.01142689052812599,0.004672579988233697,-0.41884311875462243,0.8889276952563476,-0.7456693575854217,-0.1627717769371272,-0.10958913950520593
2003,65+,age_group,361728,0.2849323248407643,0.6701720629865534,0.00476601203113942,1.2440286624203822e-4,0.13019711549784382,1.6250297605906974,-1.115363080366185,-0.6397579187565829,2.646924144333873e-5
2003,NA,age_group,96,0.5,0.4895833333333333,0,0,2.158912611151683,0.3639630956577743,-1.379887456753919,-0.6528045617540937,0.12254592207536111
2003,<HS,educ,60354,0.26959273618981344,0.5865891241674123,0.011780495079033702,0.0037611425920402956,0.028559579455990282,-0.6817989034288731,1.6987805530342086,1.407026707566105,0.6131419841568577
2003,Associate Degree,educ,35057,0.26719342784607925,0.5952306244116724,0.009413241292751805,0.0030806971503551358,-0.10703720634000909,-0.4833018848350351,0.25093545103055387,0.6036039068186256,0.06605006666853382
2003,Bachelor,educ,39911,0.2750369572298364,0.6056475658339806,0.009270627145398511,0.0018040139309964671,0.336239447330383,-0.24402262119464324,0.1637106693369085,-0.903815123315823,-0.1619719069607937
2003,HS,educ,160411,0.27264963125970165,0.6069533884833335,0.00894577055189482,0.0027491880232652375,0.20131984475284553,-0.21402760928904074,-0.0349761087700763,0.2121809138152367,0.0411242601272413
2003,Post-Bachelor,educ,89861,0.2969697644139282,0.6339012474822225,0.007055341026696787,0.0013910372686705022,1.5757709003897247,0.4049701940518283,-1.1911889088518055,-1.3914293336007284,-0.15046928700274526
2003,Some College,educ,22828,0.26524443665673736,0.5790257578412475,0.009549675836691782,0.0031540213772560015,-0.21718434166325426,-0.855530966593938,0.334380701950548,0.6901800702115973,-0.012038634023761735
2003,Unknown,educ,83077,0.2369247806252031,0.7065493457876428,0.007005549068936048,0.002046294401579258,-1.8176682239256772,2.073711791289684,-1.2216423577303426,-0.6177471414950135,-0.39583648296533736
2003,female,sex,250208,0.28844401457986957,0.6367062603913544,0.006734396981711216,0.00205828750479601,0.7071067811865476,0.7071067811865506,-0.7071067811865472,-0.7071067811865478,7.494005416219807e-16
2003,male,sex,241291,0.25116560501634955,0.6107728841937743,0.010754648950851877,0.0029010613740255544,-0.7071067811865476,-0.7071067811865446,0.7071067811865479,0.7071067811865471,6.938893903907228e-16
2003,Black,race,58570,0.29458767287007,0.596004780604405,0.006436742359569746,0.0012805190370496842,1.0083723053660074,-0.6460924235927589,-0.8736977584229528,-0.38630146783570996,-0.22442983612135356
2003,Hispanic,race,1768,0.24773755656108598,0.6990950226244343,0.012443438914027148,5.656108597285068e-4,-1.3855959641767264,1.4708077742350112,0.5646052675670192,-1.1404286221506919,-0.12265288613134695
2003,Native American,race,2668,0.29310344827586204,0.5715892053973014,0.016116941529235384,0.002623688155922039,0.9325307309294593,-1.1474525423899817,1.4442251850265189,1.0305522450067843,0.5649639046431951
2003,Other,race,6371,0.27217077381886673,0.6430701616700675,0.0064354104536179565,0.001098728614032334,-0.13709646308254206,0.3203687325405511,-0.8740166832002285,-0.5780646882614304,-0.3172022755009125
2003,White,race,422122,0.26666935151449106,0.6275839686157083,0.008995029872880353,0.0026651062962840125,-0.41821060903620944,0.0023684592071873743,-0.2611160109703562,1.074242533241047,0.0993210931104172
2003,divorced,marstat,56719,0.2519790546377757,0.597595162114988,0.011953666319928067,0.006012094712530193,-0.451576692254631,0.13672278825415468,0.12012882551131418,0.6554286827476886,0.11517590106463163
2003,married,marstat,189606,0.24043015516386612,0.6271531491619463,0.007979705283588072,0.0020252523654314737,-0.8918882091756839,0.591347814489675,-0.5624726623500318,-0.7069197327190757,-0.39248319743877913
2003,not_stated,marstat,2303,0.2531480677377334,0.5475466782457664,0.011289622231871473,0.004776378636561007,-0.4070070834788511,-0.6330621519701254,0.006066941570341073,0.23317074237828417,-0.20020788787508778
2003,single_never_married,marstat,58552,0.2656100560185818,0.5030400327913649,0.020306735892881542,0.007412214783440361,0.06811671305162469,-1.3176092703248732,1.5549233961090008,1.1338652984959285,0.3598240343329202
2003,widowed,marstat,184319,0.3079498044151715,0.6681948144249914,0.004741779198020823,2.4414194955484786e-4,1.682355271857535,1.2226008195511742,-1.1186465008406243,-1.315544990902827,0.11769114991631452
2004,<1,age_group,5522,0.12586019558131112,0.38029699384281057,0.026439695762404927,5.432814197754436e-4,-1.5162150871303723,-0.3596162428592275,-0.13678662256255394,-0.8070973844678465,-0.7049288342550001
2004,1-4,age_group,933,0.3097534833869239,0.4565916398713826,0.03965702036441586,0.0010718113612004287,0.4759476752176437,0.18711348790595173,0.8411131409357473,-0.7573893006650759,0.1866962508485667
2004,5-14,age_group,1375,0.24509090909090908,0.36072727272727273,0.04072727272727273,7.272727272727272e-4,-0.22455843986281596,-0.4998534536412368,0.9202970578051264,-0.789793056717941,-0.14847697310421684
2004,15-24,age_group,6694,0.24096205557215417,0.20197191514789364,0.038691365401852404,0.01837466387809979,-0.2692873602568428,-1.637499126371651,0.769667989367926,0.8699388325682014,-0.06679491617309163
2004,25-44,age_group,25429,0.23956899602815682,0.37563411852609224,0.03849935113453144,0.022808604349364898,-0.2843787286390243,-0.3930305477836687,0.7554615813197421,1.286949615207891,0.34125048002623504
2004,45-64,age_group,89094,0.22991447235504076,0.5615754147305093,0.013323007160976048,0.005544705591846813,-0.38896863933832154,0.93943037973539,-1.10724070971319,-0.33671492854067914,-0.2233734744642002
2004,65+,age_group,352269,0.28302518813747446,0.6665701495164207,0.005160828798446641,1.1922706795091252e-4,0.18639325410531798,1.691825810730184,-1.711129358187033,-0.8469795701404157,-0.1699724658729867
2004,NA,age_group,84,0.4523809523809524,0.44047619047619047,0.023809523809523808,0.023809523809523808,2.0210673259044127,0.0716296922842554,-0.3313830789657651,1.3810857927558655,0.7855999329946921
2004,<HS,educ,51639,0.2757024729371212,0.5860493038207556,0.012606750711671411,0.0032533550223668157,0.2942519017046956,-0.731435144988278,1.7696693580298797,0.718646641380987,0.5127831890318211
2004,Associate Degree,educ,30678,0.2702262207445075,0.58576178368863685,0.010007171262794184,0.0029662950648673314,-0.04640164580049168,-0.7409011169381512,0.17833267265088623,0.36728929590008663,-0.06042019854691749
