cluster,domain_code,n,p,contr_nats,contr_frac,H_cluster,rank,domain_label,period,family
C11,Physical violence by sharp object,20,0.11049723756906077,0.2433994207416392,0.207556896736643,1.1726877042803099,4,Physical violence by sharp object,1999_2006,ucod_gbdl3
C11,Garbage Code (GBD Level 4),1,0.0055248618784530384,0.028720978073291856,0.024491582855742662,1.1726877042803099,5,Garbage Code (GBD Level 4),1999_2006,ucod_gbdl3
C110,"Fire, heat, and hot substances",7,0.175,0.30501962838525903,0.3306533456882258,0.9224755544220717,1,"Fire, heat, and hot substances",1999_2006,ucod_gbdl3
C110,Physical violence by firearm,27,0.675,0.26530374697398484,0.2875997588252589,0.9224755544220717,2,Physical violence by firearm,1999_2006,ucod_gbdl3
C110,Physical violence by sharp object,5,0.125,0.25993019270997947,0.2817746133910562,0.9224755544220717,3,Physical violence by sharp object,1999_2006,ucod_gbdl3
C110,Physical violence by other means,1,0.025,0.09222198635284841,0.09997228209545912,0.9224755544220717,4,Physical violence by other means,1999_2006,ucod_gbdl3
C111,"Fire, heat, and hot substances",10,0.2,0.3218875824868201,0.324909899076708,0.9906979855077473,1,"Fire, heat, and hot substances",1999_2006,ucod_gbdl3
C111,Physical violence by firearm,32,0.64,0.28562374568218846,0.28830556825630577,0.9906979855077473,2,Physical violence by firearm,1999_2006,ucod_gbdl3
C111,Physical violence by other means,6,0.12,0.2544316243440109,0.25682057303630323,0.9906979855077473,3,Physical violence by other means,1999_2006,ucod_gbdl3
C111,Physical violence by sharp object,2,0.04,0.128755032994728,0.12996395963068316,0.9906979855077473,4,Physical violence by sharp object,1999_2006,ucod_gbdl3
C112,"Fire, heat, and hot substances",7,0.18421052631578946,0.3116245282815133,0.2998468836691264,1.0392788628258125,1,"Fire, heat, and hot substances",1999_2006,ucod_gbdl3
C112,Physical violence by firearm,24,0.631578947368421,0.2902309448705938,0.2792618567084605,1.0392788628258125,2,Physical violence by firearm,1999_2006,ucod_gbdl3
C112,Physical violence by other means,4,0.10526315789473684,0.2369780840638416,0.2280216528406006,1.0392788628258125,3,Physical violence by other means,1999_2006,ucod_gbdl3
C112,Physical violence by sharp object,3,0.07894736842105263,0.2004453056098639,0.1928696067818127,1.0392788628258125,4,Physical violence by sharp object,1999_2006,ucod_gbdl3
C113,"Fire, heat, and hot substances",17,0.2698412698412698,0.3534708492015934,0.3186438592735387,1.1092975399163665,1,"Fire, heat, and hot substances",1999_2006,ucod_gbdl3
C113,Physical violence by firearm,34,0.5396825396825397,0.3328622676248036,0.30006581250500125,1.1092975399163665,2,Physical violence by firearm,1999_2006,ucod_gbdl3
C113,Physical violence by other means,9,0.14285714285714285,0.277987164150759,0.25059747646399483,1.1092975399163665,3,Physical violence by other means,1999_2006,ucod_gbdl3
C113,Physical violence by sharp object,3,0.047619047619047616,0.14497725893921062,0.13069285175746528,1.1092975399163665,4,Physical violence by sharp object,1999_2006,ucod_gbdl3
C114,Physical violence by firearm,30,0.5882352941176471,0.31213426533068844,0.2784527730205443,1.120959442941727,1,Physical violence by firearm,1999_2006,ucod_gbdl3
C114,Physical violence by sharp object,8,0.1568627450980392,0.29057005349717485,0.2592154919848248,1.120959442941727,2,Physical violence by sharp object,1999_2006,ucod_gbdl3
C114,"Fire, heat, and hot substances",8,0.1568627450980392,0.29057005349717485,0.2592154919848248,1.120959442941727,3,"Fire, heat, and hot substances",1999_2006,ucod_gbdl3
C114,Physical violence by other means,5,0.09803921568627451,0.22768507061668875,0.20311624300980616,1.120959442941727,4,Physical violence by other means,1999_2006,ucod_gbdl3
C115,"Fire, heat, and hot substances",13,0.19117647058823528,0.3163126252983737,0.3167258131032008,0.9986954400691916,1,"Fire, heat, and hot substances",1999_2006,ucod_gbdl3
C115,Physical violence by firearm,44,0.6470588235294118,0.28167639904919417,0.282044342797519,0.9986954400691916,2,Physical violence by firearm,1999_2006,ucod_gbdl3
C115,Physical violence by sharp object,7,0.10294117647058823,0.23404680724772872,0.23435253417349486,0.9986954400691916,3,Physical violence by sharp object,1999_2006,ucod_gbdl3
C115,Physical violence by other means,4,0.058823529411764705,0.16665960847389508,0.16687730992578534,0.9986954400691916,4,Physical violence by other means,1999_2006,ucod_gbdl3
C116,Physical violence by sharp object,9,0.20454545454545456,0.3246064888463267,0.284725232872218,1.140069271598443,1,Physical violence by sharp object,1999_2006,ucod_gbdl3
C116,Physical violence by firearm,25,0.5681818181818182,0.3212010278693525,0.28173816790887635,1.140069271598443,2,Physical violence by firearm,1999_2006,ucod_gbdl3
C116,"Fire, heat, and hot substances",5,0.11363636363636363,0.24713087744138193,0.2167682996094528,1.140069271598443,3,"Fire, heat, and hot substances",1999_2006,ucod_gbdl3
C116,Physical violence by other means,5,0.11363636363636363,0.24713087744138193,0.2167682996094528,1.140069271598443,4,Physical violence by other means,1999_2006,ucod_gbdl3
C117,Physical violence by firearm,36,0.5714285714285714,0.319780450248813,0.28036258264562924,1.1405960354310436,1,Physical violence by firearm,1999_2006,ucod_gbdl3
C117,"Fire, heat, and hot substances",11,0.1746031746031746,0.3047243490400759,0.26716237789211433,1.1405960354310436,2,"Fire, heat, and hot substances",1999_2006,ucod_gbdl3
C117,Physical violence by sharp object,10,0.15873015873015872,0.2921507354599186,0.2561386559173088,1.1405960354310436,3,Physical violence by sharp object,1999_2006,ucod_gbdl3
C117,Physical violence by other means,6,0.09523809523809523,0.22394050068223595,0.19633638354494753,1.1405960354310436,4,Physical violence by other means,1999_2006,ucod_gbdl3
C118,"Fire, heat, and hot substances",10,0.18518518518518517,0.3122961025130053,0.3241231187965094,0.963510729109918,1,"Fire, heat, and hot substances",1999_2006,ucod_gbdl3
C118,Physical violence by firearm,36,0.6666666666666666,0.2703100720721096,0.280547028595955,0.963510729109918,2,Physical violence by firearm,1999_2006,ucod_gbdl3
C118,Physical violence by other means,5,0.09259259259259259,0.2203283457527939,0.22867243622323866,0.963510729109918,3,Physical violence by other means,1999_2006,ucod_gbdl3
C118,Physical violence by sharp object,3,0.05555555555555555,0.16057620877200915,0.16665741638429696,0.963510729109918,4,Physical violence by sharp object,1999_2006,ucod_gbdl3
C119,"Fire, heat, and hot substances",11,0.2391304347826087,0.34213494262169497,0.3733010579882709,0.9165121161602624,1,"Fire, heat, and hot substances",1999_2006,ucod_gbdl3
C119,Physical violence by firearm,30,0.6521739130434783,0.2787678357566998,0.30416164810193747,0.9165121161602624,2,Physical violence by firearm,1999_2006,ucod_gbdl3
C119,Physical violence by sharp object,4,0.08695652173913043,0.21237800307558297,0.2317241630861826,0.9165121161602624,3,Physical violence by sharp object,1999_2006,ucod_gbdl3
C119,Physical violence by other means,1,0.021739130434782608,0.08323133470628467,0.09081313082360903,0.9165121161602624,4,Physical violence by other means,1999_2006,ucod_gbdl3
C12,Physical violence by firearm,106,0.6235294117647059,0.29452994324381543,0.27558535214021135,1.0687430988493376,1,Physical violence by firearm,1999_2006,ucod_gbdl3
C12,"Fire, heat, and hot substances",26,0.15294117647058825,0.2871779374985193,0.26870623801707766,1.0687430988493376,2,"Fire, heat, and hot substances",1999_2006,ucod_gbdl3
C12,Physical violence by other means,22,0.12941176470588237,0.26461548024248716,0.24759503058067506,1.0687430988493376,3,Physical violence by other means,1999_2006,ucod_gbdl3
C12,Physical violence by sharp object,16,0.09411764705882353,0.2224197378645158,0.20811337926203596,1.0687430988493376,4,Physical violence by sharp object,1999_2006,ucod_gbdl3
C120,Physical violence by other means,6,0.14634146341463414,0.28124086792335407,0.2929357391205073,0.9600770079053338,1,Physical violence by other means,1999_2006,ucod_gbdl3
C120,Physical violence by firearm,28,0.6829268292682927,0.26044613616621726,0.27127629765288364,0.9600770079053338,2,Physical violence by firearm,1999_2006,ucod_gbdl3
C120,Physical violence by sharp object,4,0.0975609756097561,0.22705148347165047,0.23649299129350504,0.9600770079053338,3,Physical violence by sharp object,1999_2006,ucod_gbdl3
C120,"Fire, heat, and hot substances",3,0.07317073170731707,0.19133852034411206,0.19929497193310408,0.9600770079053338,4,"Fire, heat, and hot substances",1999_2006,ucod_gbdl3
C121,Physical violence by firearm,31,0.6078431372549019,0.30260767206695227,0.27931366886714615,1.083397290559689,1,Physical violence by firearm,1999_2006,ucod_gbdl3
C121,Physical violence by sharp object,8,0.1568627450980392,0.29057005349717485,0.26820267692109956,1.083397290559689,2,Physical violence by sharp object,1999_2006,ucod_gbdl3
C121,"Fire, heat, and hot substances",8,0.1568627450980392,0.29057005349717485,0.26820267692109956,1.083397290559689,3,"Fire, heat, and hot substances",1999_2006,ucod_gbdl3
C121,Physical violence by other means,4,0.0784313725490196,0.19964951149838708,0.1842809772906549,1.083397290559689,4,Physical violence by other means,1999_2006,ucod_gbdl3
C122,"Fire, heat, and hot substances",15,0.21739130434782608,0.33175137032501073,0.3276222773156214,1.012603211976979,1,"Fire, heat, and hot substances",1999_2006,ucod_gbdl3
C122,Physical violence by firearm,43,0.6231884057971014,0.29470977859215897,0.2910417181244918,1.012603211976979,2,Physical violence by firearm,1999_2006,ucod_gbdl3
C122,Physical violence by sharp object,8,0.11594202898550725,0.24981622758462882,0.2467069278764131,1.012603211976979,3,Physical violence by sharp object,1999_2006,ucod_gbdl3
C122,Physical violence by other means,3,0.043478260869565216,0.13632583547518043,0.13462907668347365,1.012603211976979,4,Physical violence by other means,1999_2006,ucod_gbdl3
C123,Physical violence by sharp object,9,0.140625,0.275858227409548,0.3114643177332906,0.8856816389663218,1,Physical violence by sharp object,1999_2006,ucod_gbdl3
C123,Physical violence by firearm,46,0.71875,0.2373612124382271,0.2679983438690805,0.8856816389663218,2,Physical violence by firearm,1999_2006,ucod_gbdl3
C123,Physical violence by other means,5,0.078125,0.19917540397856026,0.2248837451468653,0.8856816389663218,3,Physical violence by other means,1999_2006,ucod_gbdl3
C123,"Fire, heat, and hot substances",4,0.0625,0.17328679513998632,0.19565359325076354,0.8856816389663218,4,"Fire, heat, and hot substances",1999_2006,ucod_gbdl3
C124,Physical violence by firearm,22,0.4888888888888889,0.34985868446809076,0.2849451961204577,1.227810432432037,1,Physical violence by firearm,1999_2006,ucod_gbdl3
C124,"Fire, heat, and hot substances",11,0.24444444444444444,0.3443653197042542,0.28047108137217747,1.227810432432037,2,"Fire, heat, and hot substances",1999_2006,ucod_gbdl3
C124,Physical violence by other means,7,0.15555555555555556,0.2894503641112232,0.23574515777478963,1.227810432432037,3,Physical violence by other means,1999_2006,ucod_gbdl3
C124,Physical violence by sharp object,5,0.1111111111111111,0.24413606414846883,0.1988385647325753,1.227810432432037,4,Physical violence by sharp object,1999_2006,ucod_gbdl3
C125,"Fire, heat, and hot substances",10,0.15625,0.2900465609946291,0.3886611992442419,0.7462709464145878,1,"Fire, heat, and hot substances",1999_2006,ucod_gbdl3
C125,Physical violence by firearm,49,0.765625,0.20446994495630028,0.2739888855899635,0.7462709464145878,2,Physical violence by firearm,1999_2006,ucod_gbdl3
C125,Physical violence by sharp object,3,0.046875,0.143450193501167,0.19222266951482503,0.7462709464145878,3,Physical violence by sharp object,1999_2006,ucod_gbdl3
C125,Physical violence by other means,2,0.03125,0.10830424696249145,0.1451272456509696,0.7462709464145878,4,Physical violence by other means,1999_2006,ucod_gbdl3
C126,Physical violence by firearm,31,0.6595744680851063,0.27448877263770816,0.270696726178935,1.0140084681196573,1,Physical violence by firearm,1999_2006,ucod_gbdl3
C126,"Fire, heat, and hot substances",6,0.1276595744680851,0.26277295308280896,0.25914275999103453,1.0140084681196573,2,"Fire, heat, and hot substances",1999_2006,ucod_gbdl3
C126,Physical violence by other means,5,0.10638297872340426,0.23837337119957003,0.2350802569150152,1.0140084681196573,3,Physical violence by other means,1999_2006,ucod_gbdl3
C126,Physical violence by sharp object,5,0.10638297872340426,0.23837337119957003,0.2350802569150152,1.0140084681196573,4,Physical violence by sharp object,1999_2006,ucod_gbdl3
C127,"Fire, heat, and hot substances",7,0.1590909090909091,0.2924535544100144,0.27980582518786623,1.0452018081241028,1,"Fire, heat, and hot substances",1999_2006,ucod_gbdl3
C127,Physical violence by firearm,28,0.6363636363636364,0.28762689692740007,0.2751879060022143,1.0452018081241028,2,Physical violence by firearm,1999_2006,ucod_gbdl3
C127,Physical violence by sharp object,5,0.11363636363636363,0.24713087744138193,0.23644321653530728,1.0452018081241028,3,Physical violence by sharp object,1999_2006,ucod_gbdl3
C127,Physical violence by other means,4,0.09090909090909091,0.21799047934530644,0.2085630522746122,1.0452018081241028,4,Physical violence by other means,1999_2006,ucod_gbdl3
C128,"Fire, heat, and hot substances",6,0.1276595744680851,0.26277295308280896,0.3152401517711953,0.833564352784389,1,"Fire, heat, and hot substances",1999_2006,ucod_gbdl3
C128,Physical violence by firearm,35,0.7446808510638298,0.2195315725047356,0.26336487611475384,0.833564352784389,2,Physical violence by firearm,1999_2006,ucod_gbdl3
C128,Physical violence by sharp object,3,0.06382978723404255,0.17562991359842225,0.21069748605702546,0.833564352784389,3,Physical violence by sharp object,1999_2006,ucod_gbdl3
C128,Physical violence by other means,3,0.06382978723404255,0.17562991359842225,0.21069748605702546,0.833564352784389,4,Physical violence by other means,1999_2006,ucod_gbdl3
C129,"Fire, heat, and hot substances",6,0.10909090909090909,0.24169895083684534,0.28707843774930203,0.8419265227014877,1,"Fire, heat, and hot substances",1999_2006,ucod_gbdl3
C129,Physical violence by firearm,41,0.7454545454545455,0.21898556108463066,0.2601005612484712,0.8419265227014877,2,Physical violence by firearm,1999_2006,ucod_gbdl3
C129,Physical violence by other means,4,0.07272727272727272,0.19062100539000584,0.2264105005011134,0.8419265227014877,3,Physical violence by other means,1999_2006,ucod_gbdl3
C129,Physical violence by sharp object,4,0.07272727272727272,0.19062100539000584,0.2264105005011134,0.8419265227014877,4,Physical violence by sharp object,1999_2006,ucod_gbdl3
C13,"Fire, heat, and hot substances",39,0.1921182266009852,0.3169267437614458,0.29785916246664823,1.0640154264078836,1,"Fire, heat, and hot substances",1999_2006,ucod_gbdl3
C13,Physical violence by firearm,125,0.6157635467980296,0.29857896658835353,0.2806152609989464,1.0640154264078836,2,Physical violence by firearm,1999_2006,ucod_gbdl3
C13,Physical violence by other means,22,0.10837438423645321,0.2408256037686521,0.2263365716244166,1.0640154264078836,3,Physical violence by other means,1999_2006,ucod_gbdl3
C13,Physical violence by sharp object,17,0.08374384236453201,0.20768411228943207,0.19518900490998867,1.0640154264078836,4,Physical violence by sharp object,1999_2006,ucod_gbdl3
C130,"Fire, heat, and hot substances",6,0.17142857142857143,0.3023294729590901,0.3835302722160582,0.788280599630935,1,"Fire, heat, and hot substances",1999_2006,ucod_gbdl3
C130,Physical violence by firearm,26,0.7428571428571429,0.22081541743332062,0.2801228617534215,0.788280599630935,2,Physical violence by firearm,1999_2006,ucod_gbdl3
C130,Physical violence by sharp object,2,0.05714285714285714,0.16355433605311248,0.20748238143839512,0.788280599630935,3,Physical violence by sharp object,1999_2006,ucod_gbdl3
C130,Physical violence by other means,1,0.02857142857142857,0.10158137318541181,0.12886448459212518,0.788280599630935,4,Physical violence by other means,1999_2006,ucod_gbdl3
C131,"Fire, heat, and hot substances",9,0.15517241379310345,0.28912010170503105,0.32166856682719874,0.8988136595278431,1,"Fire, heat, and hot substances",1999_2006,ucod_gbdl3
C131,Physical violence by firearm,41,0.7068965517241379,0.24520187409528577,0.2728061278286459,0.8988136595278431,2,Physical violence by firearm,1999_2006,ucod_gbdl3
C131,Physical violence by sharp object,5,0.08620689655172414,0.21129354294071717,0.23508047602626783,0.8988136595278431,3,Physical violence by sharp object,1999_2006,ucod_gbdl3
C131,Physical violence by other means,3,0.05172413793103448,0.1531981407868091,0.17044482931788754,0.8988136595278431,4,Physical violence by other means,1999_2006,ucod_gbdl3
C132,"Fire, heat, and hot substances",5,0.125,0.25993019270997947,0.3493855805590123,0.7439637099335771,1,"Fire, heat, and hot substances",1999_2006,ucod_gbdl3
C132,Physical violence by firearm,31,0.775,0.19754149346231228,0.2655257115699222,0.7439637099335771,2,Physical violence by firearm,1999_2006,ucod_gbdl3
C132,Physical violence by other means,3,0.075,0.19427003740843699,0.2611283787293629,0.7439637099335771,3,Physical violence by other means,1999_2006,ucod_gbdl3
C132,Physical violence by sharp object,1,0.025,0.09222198635284841,0.12396032914170264,0.7439637099335771,4,Physical violence by sharp object,1999_2006,ucod_gbdl3
C133,Physical violence by other means,5,0.11904761904761904,0.2533609173630081,0.31908235299735926,0.7940298640241785,1,Physical violence by other means,1999_2006,ucod_gbdl3
C133,Physical violence by firearm,32,0.7619047619047619,0.20718759274944137,0.2609317383850092,0.7940298640241785,2,Physical violence by firearm,1999_2006,ucod_gbdl3
C133,"Fire, heat, and hot substances",3,0.07142857142857142,0.18850409497251847,0.23740176977371022,0.7940298640241785,3,"Fire, heat, and hot substances",1999_2006,ucod_gbdl3
C133,Physical violence by sharp object,2,0.047619047619047616,0.14497725893921062,0.18258413884392138,0.7940298640241785,4,Physical violence by sharp object,1999_2006,ucod_gbdl3
C134,"Fire, heat, and hot substances",10,0.2777777777777778,0.35581495707279565,0.3369194314035017,1.0560832172563661,1,"Fire, heat, and hot substances",1999_2006,ucod_gbdl3
C134,Physical violence by firearm,20,0.5555555555555556,0.32654814716784386,0.30920683316622927,1.0560832172563661,2,Physical violence by firearm,1999_2006,ucod_gbdl3
C134,Physical violence by sharp object,5,0.1388888888888889,0.2741779202808347,0.2596177231119444,1.0560832172563661,3,Physical violence by sharp object,1999_2006,ucod_gbdl3
C134,Physical violence by other means,1,0.027777777777777776,0.09954219273489194,0.09425601231832462,1.0560832172563661,4,Physical violence by other means,1999_2006,ucod_gbdl3
C135,Physical violence by firearm,24,0.7272727272727273,0.23160271354075243,0.26152831259630616,0.8855741515766717,1,Physical violence by firearm,1999_2006,ucod_gbdl3
C135,Physical violence by sharp object,3,0.09090909090909091,0.21799047934530644,0.24615722913456461,0.8855741515766717,2,Physical violence by sharp object,1999_2006,ucod_gbdl3
C135,"Fire, heat, and hot substances",3,0.09090909090909091,0.21799047934530644,0.24615722913456461,0.8855741515766717,3,"Fire, heat, and hot substances",1999_2006,ucod_gbdl3
C135,Physical violence by other means,3,0.09090909090909091,0.21799047934530644,0.24615722913456461,0.8855741515766717,4,Physical violence by other means,1999_2006,ucod_gbdl3
C136,Physical violence by firearm,30,0.5769230769230769,0.31733442514573384,0.28782142177172726,1.1025392870076693,1,Physical violence by firearm,1999_2006,ucod_gbdl3
C136,Physical violence by sharp object,10,0.19230769230769232,0.3170497356898811,0.28756320924433026,1.1025392870076693,2,Physical violence by sharp object,1999_2006,ucod_gbdl3
C136,"Fire, heat, and hot substances",9,0.17307692307692307,0.30358023598474754,0.27534641129086207,1.1025392870076693,3,"Fire, heat, and hot substances",1999_2006,ucod_gbdl3
C136,Physical violence by other means,3,0.057692307692307696,0.16457489018730678,0.14926895769308035,1.1025392870076693,4,Physical violence by other means,1999_2006,ucod_gbdl3
C137,Physical violence by sharp object,9,0.1956521739130435,0.3191902472255626,0.29693082922085867,1.0749649945851438,1,Physical violence by sharp object,1999_2006,ucod_gbdl3
C137,Physical violence by firearm,28,0.6086956521739131,0.3021789742780206,0.28110587395884373,1.0749649945851438,2,Physical violence by firearm,1999_2006,ucod_gbdl3
C137,"Fire, heat, and hot substances",5,0.10869565217391304,0.24121777000597766,0.22439593030568378,1.0749649945851438,3,"Fire, heat, and hot substances",1999_2006,ucod_gbdl3
C137,Physical violence by other means,4,0.08695652173913043,0.21237800307558297,0.19756736651461382,1.0749649945851438,4,Physical violence by other means,1999_2006,ucod_gbdl3
